Heal_UID,Day,Disease Healed,Sector
22196,2442,Disquietingly Serene Bowel Syndrome,6
22197,2442,Disquietingly Serene Bowel Syndrome,3
22198,2442,The Shivers,2
22199,2443,Disquietingly Serene Bowel Syndrome,1
22200,2443,Disquietingly Serene Bowel Syndrome,3
22201,2443,Disquietingly Serene Bowel Syndrome,1
22202,2443,Chucklepox,12
22203,2443,The Shivers,6
22204,2444,Bumblepox,4
22205,2444,Disquietingly Serene Bowel Syndrome,11
22206,2444,Disquietingly Serene Bowel Syndrome,11
22207,2444,Chucklepox,5
22208,2444,The Shivers,3
22209,2445,Babblepox,5
22210,2445,Gurglepox,4
22211,2445,Smokesickness,9
22212,2445,Disquietingly Serene Bowel Syndrome,5
22213,2445,The Shivers,12
22214,2446,Bumblepox,6
22215,2446,Disquietingly Serene Bowel Syndrome,11
22216,2446,Scraped Knee,8
22217,2446,Scraped Knee,8
22218,2446,Scraped Knee,8
22219,2446,The Shivers,11
22220,2447,Smokesickness,10
22221,2447,Smokesickness,10
22222,2447,Smokesickness,10
22223,2447,Disquietingly Serene Bowel Syndrome,6
22224,2447,Disquietingly Serene Bowel Syndrome,5
22225,2447,Disquietingly Serene Bowel Syndrome,1
22226,2447,Disquietingly Serene Bowel Syndrome,1
22227,2447,Disquietingly Serene Bowel Syndrome,4
22228,2447,Disquietingly Serene Bowel Syndrome,8
22229,2447,Disquietingly Serene Bowel Syndrome,8
22230,2447,Chucklepox,1
22231,2447,The Shivers,6
22232,2448,Scramblepox,10
22233,2448,Disquietingly Serene Bowel Syndrome,10
22234,2448,Disquietingly Serene Bowel Syndrome,6
22235,2448,Disquietingly Serene Bowel Syndrome,6
22236,2448,Disquietingly Serene Bowel Syndrome,9
22237,2448,Disquietingly Serene Bowel Syndrome,3
22238,2448,The Shivers,6
22239,2449,Chucklepox,8
22240,2449,Rumblepox,8
22241,2449,Gurglepox,11
22242,2449,Scramblepox,9
22243,2449,Disquietingly Serene Bowel Syndrome,2
22244,2449,Disquietingly Serene Bowel Syndrome,8
22245,2449,Disquietingly Serene Bowel Syndrome,6
22246,2449,Disquietingly Serene Bowel Syndrome,3
22247,2449,The Shivers,4
22248,2450,Scramblepox,10
22249,2450,Disquietingly Serene Bowel Syndrome,11
22250,2450,Disquietingly Serene Bowel Syndrome,3
22251,2450,Disquietingly Serene Bowel Syndrome,4
22252,2450,Disquietingly Serene Bowel Syndrome,8
22253,2450,Disquietingly Serene Bowel Syndrome,4
22254,2451,Bumblepox,11
22255,2451,Disquietingly Serene Bowel Syndrome,5
22256,2451,Disquietingly Serene Bowel Syndrome,8
22257,2451,Disquietingly Serene Bowel Syndrome,4
22258,2451,Disquietingly Serene Bowel Syndrome,8
22259,2451,Disquietingly Serene Bowel Syndrome,8
22260,2451,Disquietingly Serene Bowel Syndrome,6
22261,2451,Disquietingly Serene Bowel Syndrome,3
22262,2451,Disquietingly Serene Bowel Syndrome,2
22263,2451,The Shivers,6
22264,2452,Rumblepox,4
22265,2452,Rumblepox,4
22266,2452,Rumblepox,4
22267,2452,Rumblepox,4
22268,2452,Smokesickness,11
22269,2452,Smokesickness,11
22270,2452,Smokesickness,11
22271,2452,Disquietingly Serene Bowel Syndrome,11
22272,2452,Disquietingly Serene Bowel Syndrome,2
22273,2452,Disquietingly Serene Bowel Syndrome,3
22274,2452,Disquietingly Serene Bowel Syndrome,4
22275,2452,Disquietingly Serene Bowel Syndrome,7
22276,2452,Disquietingly Serene Bowel Syndrome,1
22277,2453,Rumblepox,1
22278,2453,Disquietingly Serene Bowel Syndrome,5
22279,2453,The Shivers,7
22280,2454,Scramblepox,3
22281,2454,Babblepox,3
22282,2454,Chucklepox,3
22283,2454,Bumblepox,2
22284,2454,Smokesickness,10
22285,2454,Smokesickness,10
22286,2454,Disquietingly Serene Bowel Syndrome,9
22287,2454,Disquietingly Serene Bowel Syndrome,8
22288,2454,Disquietingly Serene Bowel Syndrome,5
22289,2454,Disquietingly Serene Bowel Syndrome,11
22290,2454,The Shivers,6
22291,2455,Chucklepox,10
22292,2455,Scramblepox,10
22293,2455,Chucklepox,10
22294,2455,Smokesickness,8
22295,2455,Disquietingly Serene Bowel Syndrome,3
22296,2455,Disquietingly Serene Bowel Syndrome,9
22297,2455,The Shivers,6
22298,2456,Bumblepox,6
22299,2456,Smokesickness,10
22300,2456,Smokesickness,10
22301,2456,Smokesickness,10
22302,2456,Smokesickness,10
22303,2456,Smokesickness,10
22304,2456,Smokesickness,10
22305,2456,Disquietingly Serene Bowel Syndrome,4
22306,2456,Disquietingly Serene Bowel Syndrome,7
22307,2456,Disquietingly Serene Bowel Syndrome,10
22308,2456,Disquietingly Serene Bowel Syndrome,8
22309,2456,The Shivers,6
22310,2457,Rumblepox,4
22311,2457,Bumblepox,5
22312,2457,Smokesickness,4
22313,2457,Smokesickness,4
22314,2457,Disquietingly Serene Bowel Syndrome,5
22315,2457,Disquietingly Serene Bowel Syndrome,8
22316,2457,Disquietingly Serene Bowel Syndrome,8
22317,2457,Disquietingly Serene Bowel Syndrome,1
22318,2457,Disquietingly Serene Bowel Syndrome,4
22319,2457,Disquietingly Serene Bowel Syndrome,3
22320,2457,Disquietingly Serene Bowel Syndrome,8
22321,2457,Disquietingly Serene Bowel Syndrome,8
22322,2457,Chucklepox,10
22323,2458,Bumblepox,8
22324,2458,Smokesickness,3
22325,2458,Disquietingly Serene Bowel Syndrome,4
22326,2458,Disquietingly Serene Bowel Syndrome,3
22327,2458,Disquietingly Serene Bowel Syndrome,3
22328,2458,Disquietingly Serene Bowel Syndrome,5
22329,2458,Disquietingly Serene Bowel Syndrome,9
22330,2458,Disquietingly Serene Bowel Syndrome,2
22331,2458,Disquietingly Serene Bowel Syndrome,2
22332,2459,Smokesickness,9
22333,2459,Smokesickness,9
22334,2459,Smokesickness,9
22335,2459,Smokesickness,9
22336,2459,Smokesickness,9
22337,2459,The Shivers,6
22338,2460,Rumblepox,6
22339,2460,Rumblepox,6
22340,2460,Rumblepox,6
22341,2460,Rumblepox,6
22342,2460,Scramblepox,8
22343,2460,Smokesickness,11
22344,2460,Smokesickness,11
22345,2460,Disquietingly Serene Bowel Syndrome,7
22346,2460,Disquietingly Serene Bowel Syndrome,7
22347,2460,Disquietingly Serene Bowel Syndrome,7
22348,2461,Scramblepox,11
22349,2461,Smokesickness,4
22350,2461,Smokesickness,4
22351,2461,Smokesickness,4
22352,2461,Disquietingly Serene Bowel Syndrome,8
22353,2461,Disquietingly Serene Bowel Syndrome,4
22354,2461,Disquietingly Serene Bowel Syndrome,6
22355,2461,The Shivers,12
22356,2462,Chucklepox,9
22357,2462,Mildly But Persistently Itchy Throat,8
22358,2462,Disquietingly Serene Bowel Syndrome,7
22359,2462,Chucklepox,1
22360,2463,Scramblepox,11
22361,2463,Smokesickness,6
22362,2463,Smokesickness,6
22363,2463,Disquietingly Serene Bowel Syndrome,3
22364,2463,Disquietingly Serene Bowel Syndrome,6
22365,2463,Disquietingly Serene Bowel Syndrome,9
22366,2463,Disquietingly Serene Bowel Syndrome,7
22367,2464,Smokesickness,11
22368,2464,Disquietingly Serene Bowel Syndrome,10
22369,2464,Disquietingly Serene Bowel Syndrome,9
22370,2465,Chucklepox,2
22371,2465,Scramblepox,1
22372,2465,Disquietingly Serene Bowel Syndrome,10
22373,2465,Disquietingly Serene Bowel Syndrome,4
22374,2465,Disquietingly Serene Bowel Syndrome,7
22375,2465,Disquietingly Serene Bowel Syndrome,5
22376,2465,Disquietingly Serene Bowel Syndrome,9
22377,2465,Disquietingly Serene Bowel Syndrome,2
22378,2465,Disquietingly Serene Bowel Syndrome,5
22379,2465,The Shivers,6
22380,2466,Smokesickness,10
22381,2466,Smokesickness,10
22382,2466,Smokesickness,10
22383,2466,Smokesickness,10
22384,2466,Smokesickness,10
22385,2466,Smokesickness,10
22386,2466,Smokesickness,10
22387,2466,Smokesickness,10
22388,2466,Disquietingly Serene Bowel Syndrome,9
22389,2466,Disquietingly Serene Bowel Syndrome,7
22390,2466,Disquietingly Serene Bowel Syndrome,3
22391,2466,Disquietingly Serene Bowel Syndrome,2
22392,2466,Disquietingly Serene Bowel Syndrome,4
22393,2466,Disquietingly Serene Bowel Syndrome,7
22394,2466,The Shivers,6
22395,2467,Bumblepox,5
22396,2467,Disease Syndrome,10
22397,2467,Disease Syndrome,10
22398,2467,Problems Disorder,10
22399,2467,Problems Disorder,10
22400,2467,Disease Syndrome,10
22401,2467,Disease Syndrome,10
22402,2467,Problems Disorder,10
22403,2467,Parachondria,10
22404,2467,Disease Syndrome,10
22405,2467,Disease Syndrome,10
22406,2467,Parachondria,10
22407,2467,Problems Disorder,10
22408,2467,Problems Disorder,10
22409,2467,Disquietingly Serene Bowel Syndrome,4
22410,2467,Disquietingly Serene Bowel Syndrome,6
22411,2467,Disquietingly Serene Bowel Syndrome,11
22412,2467,Disquietingly Serene Bowel Syndrome,5
22413,2467,Disquietingly Serene Bowel Syndrome,3
22414,2467,Disquietingly Serene Bowel Syndrome,6
22415,2467,Disquietingly Serene Bowel Syndrome,9
22416,2467,The Shivers,1
22417,2468,Gurglepox,11
22418,2468,Smokesickness,11
22419,2468,Smokesickness,11
22420,2468,Smokesickness,11
22421,2468,Disquietingly Serene Bowel Syndrome,7
22422,2469,Rumblepox,6
22423,2469,Rumblepox,6
22424,2469,Rumblepox,6
22425,2469,Rumblepox,6
22426,2469,Rumblepox,6
22427,2469,Scramblepox,5
22428,2469,Smokesickness,11
22429,2469,Smokesickness,11
22430,2469,Smokesickness,11
22431,2469,Smokesickness,11
22432,2469,Smokesickness,11
22433,2469,Smokesickness,11
22434,2469,Smokesickness,11
22435,2469,Smokesickness,11
22436,2469,Smokesickness,11
22437,2469,Smokesickness,11
22438,2469,Disquietingly Serene Bowel Syndrome,10
22439,2469,Disquietingly Serene Bowel Syndrome,10
22440,2469,Disquietingly Serene Bowel Syndrome,10
22441,2469,The Shivers,6
22442,2470,Chucklepox,6
22443,2470,Smokesickness,11
22444,2470,Smokesickness,11
22445,2470,Smokesickness,11
22446,2470,Smokesickness,11
22447,2470,Smokesickness,11
22448,2470,Disquietingly Serene Bowel Syndrome,6
22449,2470,Disquietingly Serene Bowel Syndrome,7
22450,2470,Disquietingly Serene Bowel Syndrome,11
22451,2470,Disquietingly Serene Bowel Syndrome,1
22452,2470,Disquietingly Serene Bowel Syndrome,8
22453,2470,Disquietingly Serene Bowel Syndrome,3
22454,2470,The Shivers,6
22455,2471,Babblepox,3
22456,2471,Chucklepox,3
22457,2471,The Shivers,6
22458,2472,Rumblepox,5
22459,2472,Chucklepox,5
22460,2472,Bumblepox,8
22461,2472,Smokesickness,4
22462,2472,Disquietingly Serene Bowel Syndrome,3
22463,2472,Disquietingly Serene Bowel Syndrome,9
22464,2472,Disquietingly Serene Bowel Syndrome,5
22465,2472,Disquietingly Serene Bowel Syndrome,8
22466,2472,Disquietingly Serene Bowel Syndrome,9
22467,2472,Disquietingly Serene Bowel Syndrome,2
22468,2472,The Shivers,6
22469,2473,Bumblepox,2
22470,2473,Rumblepox,2
22471,2473,Chucklepox,2
22472,2473,Babblepox,2
22473,2473,Gurglepox,4
22474,2473,Smokesickness,9
22475,2473,Disquietingly Serene Bowel Syndrome,6
22476,2473,Disquietingly Serene Bowel Syndrome,9
22477,2473,Disquietingly Serene Bowel Syndrome,7
22478,2473,The Shivers,3
22479,2474,Rumblepox,6
22480,2474,Scramblepox,10
22481,2474,Disquietingly Serene Bowel Syndrome,10
22482,2474,Disquietingly Serene Bowel Syndrome,3
22483,2474,Disquietingly Serene Bowel Syndrome,5
22484,2474,Disquietingly Serene Bowel Syndrome,9
22485,2474,Disquietingly Serene Bowel Syndrome,3
22486,2474,Disquietingly Serene Bowel Syndrome,5
22487,2474,Disquietingly Serene Bowel Syndrome,4
22488,2474,The Shivers,6
22489,2475,Chucklepox,10
22490,2475,Gurglepox,10
22491,2475,Smokesickness,10
22492,2475,Smokesickness,10
22493,2475,Disquietingly Serene Bowel Syndrome,2
22494,2475,Disquietingly Serene Bowel Syndrome,6
22495,2475,Disquietingly Serene Bowel Syndrome,3
22496,2475,Disquietingly Serene Bowel Syndrome,7
22497,2475,Disquietingly Serene Bowel Syndrome,2
22498,2475,Disquietingly Serene Bowel Syndrome,8
22499,2476,Scramblepox,12
22500,2476,Disquietingly Serene Bowel Syndrome,11
22501,2476,Disquietingly Serene Bowel Syndrome,11
22502,2476,The Shivers,5
22503,2477,Rumblepox,11
22504,2477,Rumblepox,11
22505,2477,Rumblepox,11
22506,2477,Rumblepox,11
22507,2477,Disquietingly Serene Bowel Syndrome,1
22508,2477,Disquietingly Serene Bowel Syndrome,2
22509,2477,Disquietingly Serene Bowel Syndrome,1
22510,2477,Disquietingly Serene Bowel Syndrome,1
22511,2477,Disquietingly Serene Bowel Syndrome,1
22512,2477,Scraped Elbow,6
22513,2477,Scraped Knee,6
22514,2477,The Shivers,3
22515,2478,Babblepox,5
22516,2478,Chucklepox,5
22517,2478,Scramblepox,2
22518,2478,Smokesickness,11
22519,2478,Disquietingly Serene Bowel Syndrome,9
22520,2478,Disquietingly Serene Bowel Syndrome,2
22521,2478,Disquietingly Serene Bowel Syndrome,4
22522,2478,Disquietingly Serene Bowel Syndrome,1
22523,2478,Disquietingly Serene Bowel Syndrome,4
22524,2478,Disquietingly Serene Bowel Syndrome,7
22525,2478,Disquietingly Serene Bowel Syndrome,3
22526,2478,Disquietingly Serene Bowel Syndrome,6
22527,2478,The Shivers,7
22528,2479,Smokesickness,10
22529,2479,Disquietingly Serene Bowel Syndrome,3
22530,2479,Disquietingly Serene Bowel Syndrome,3
22531,2479,Disquietingly Serene Bowel Syndrome,4
22532,2479,Disquietingly Serene Bowel Syndrome,9
22533,2479,Disquietingly Serene Bowel Syndrome,9
22534,2479,Disquietingly Serene Bowel Syndrome,3
22535,2479,Disquietingly Serene Bowel Syndrome,4
22536,2479,Disquietingly Serene Bowel Syndrome,8
22537,2480,Bumblepox,4
22538,2480,Smokesickness,11
22539,2480,Disquietingly Serene Bowel Syndrome,7
22540,2480,Disquietingly Serene Bowel Syndrome,3
22541,2480,Disquietingly Serene Bowel Syndrome,7
22542,2480,Disquietingly Serene Bowel Syndrome,8
22543,2480,Disquietingly Serene Bowel Syndrome,2
22544,2480,Disquietingly Serene Bowel Syndrome,4
22545,2480,The Shivers,6
22546,2481,Scramblepox,7
22547,2481,Smokesickness,9
22548,2481,Smokesickness,9
22549,2481,Smokesickness,9
22550,2481,Disquietingly Serene Bowel Syndrome,4
22551,2481,Disquietingly Serene Bowel Syndrome,8
22552,2481,Disquietingly Serene Bowel Syndrome,1
22553,2481,Scraped Knee,9
22554,2481,The Shivers,12
22555,2482,Scramblepox,8
22556,2482,Smokesickness,3
22557,2482,Smokesickness,3
22558,2482,The Shivers,3
22559,2483,Rumblepox,7
22560,2483,Rumblepox,7
22561,2483,Rumblepox,7
22562,2483,Rumblepox,7
22563,2483,Rumblepox,7
22564,2483,Gurglepox,11
22565,2483,Smokesickness,10
22566,2483,Disquietingly Serene Bowel Syndrome,2
22567,2483,Disquietingly Serene Bowel Syndrome,8
22568,2483,Disquietingly Serene Bowel Syndrome,4
22569,2484,Scramblepox,8
22570,2484,Smokesickness,7
22571,2484,Smokesickness,7
22572,2484,Disquietingly Serene Bowel Syndrome,10
22573,2484,Disquietingly Serene Bowel Syndrome,12
22574,2484,Disquietingly Serene Bowel Syndrome,11
22575,2484,Disquietingly Serene Bowel Syndrome,3
22576,2484,Disquietingly Serene Bowel Syndrome,9
22577,2484,Disquietingly Serene Bowel Syndrome,10
22578,2484,Disquietingly Serene Bowel Syndrome,8
22579,2484,Disquietingly Serene Bowel Syndrome,6
22580,2485,Gurglepox,2
22581,2485,Scramblepox,9
22582,2485,Smokesickness,10
22583,2485,Disquietingly Serene Bowel Syndrome,1
22584,2485,Disquietingly Serene Bowel Syndrome,5
22585,2485,Disquietingly Serene Bowel Syndrome,2
22586,2485,Disquietingly Serene Bowel Syndrome,1
22587,2485,Disquietingly Serene Bowel Syndrome,4
22588,2486,Babblepox,2
22589,2486,Bumblepox,2
22590,2486,Rumblepox,2
22591,2486,Scramblepox,10
22592,2486,Disquietingly Serene Bowel Syndrome,11
22593,2486,Disquietingly Serene Bowel Syndrome,7
22594,2486,Disquietingly Serene Bowel Syndrome,8
22595,2486,Disquietingly Serene Bowel Syndrome,6
22596,2486,Disquietingly Serene Bowel Syndrome,3
22597,2486,Disquietingly Serene Bowel Syndrome,7
22598,2486,Disquietingly Serene Bowel Syndrome,6
22599,2486,The Shivers,2
22600,2487,Rumblepox,4
22601,2487,Bumblepox,11
22602,2487,Smokesickness,4
22603,2487,Smokesickness,4
22604,2487,Smokesickness,4
22605,2487,Smokesickness,4
22606,2487,Smokesickness,4
22607,2487,Disquietingly Serene Bowel Syndrome,8
22608,2487,Disquietingly Serene Bowel Syndrome,4
22609,2487,Disquietingly Serene Bowel Syndrome,6
22610,2487,Disquietingly Serene Bowel Syndrome,6
22611,2487,Disquietingly Serene Bowel Syndrome,9
22612,2487,Disquietingly Serene Bowel Syndrome,6
22613,2487,Disquietingly Serene Bowel Syndrome,5
22614,2487,Disquietingly Serene Bowel Syndrome,7
22615,2487,Chucklepox,2
22616,2487,The Shivers,12
22617,2488,Babblepox,3
22618,2488,Chucklepox,3
22619,2488,Bumblepox,2
22620,2488,Smokesickness,10
22621,2488,Scraped Knee,7
22622,2488,Scraped Elbow,7
22623,2488,Scraped Elbow,7
22624,2489,Scramblepox,3
22625,2489,Disease Syndrome,9
22626,2489,Parachondria,9
22627,2489,Disease Syndrome,9
22628,2489,Disease Syndrome,9
22629,2489,Disease Syndrome,9
22630,2489,Problems Disorder,9
22631,2489,Disease Syndrome,9
22632,2489,Disease Syndrome,9
22633,2489,Problems Disorder,9
22634,2489,Problems Disorder,9
22635,2489,Parachondria,9
22636,2489,Problems Disorder,9
22637,2489,Disease Syndrome,9
22638,2489,Problems Disorder,9
22639,2489,Problems Disorder,9
22640,2489,Disquietingly Serene Bowel Syndrome,4
22641,2489,Chucklepox,3
22642,2489,The Shivers,5
22643,2490,Scramblepox,2
22644,2490,Disquietingly Serene Bowel Syndrome,9
22645,2490,Disquietingly Serene Bowel Syndrome,12
22646,2490,Disquietingly Serene Bowel Syndrome,7
22647,2490,Disquietingly Serene Bowel Syndrome,9
22648,2490,Disquietingly Serene Bowel Syndrome,2
22649,2490,The Shivers,8
22650,2491,Gurglepox,5
22651,2491,Scramblepox,3
22652,2491,Disquietingly Serene Bowel Syndrome,7
22653,2492,Bumblepox,4
22654,2492,Disquietingly Serene Bowel Syndrome,1
22655,2493,Rumblepox,6
22656,2493,Rumblepox,6
22657,2493,Rumblepox,6
22658,2493,Rumblepox,6
22659,2493,Rumblepox,6
22660,2493,Bumblepox,5
22661,2493,Smokesickness,7
22662,2493,Smokesickness,7
22663,2493,Disquietingly Serene Bowel Syndrome,11
22664,2493,Disquietingly Serene Bowel Syndrome,11
22665,2493,Disquietingly Serene Bowel Syndrome,11
22666,2493,The Shivers,6
22667,2494,Scramblepox,8
22668,2494,Smokesickness,9
22669,2494,Smokesickness,9
22670,2494,Smokesickness,9
22671,2494,Smokesickness,9
22672,2494,Disquietingly Serene Bowel Syndrome,2
22673,2494,Disquietingly Serene Bowel Syndrome,2
22674,2494,Disquietingly Serene Bowel Syndrome,7
22675,2494,Disquietingly Serene Bowel Syndrome,6
22676,2494,Disquietingly Serene Bowel Syndrome,2
22677,2494,Disquietingly Serene Bowel Syndrome,7
22678,2494,Disquietingly Serene Bowel Syndrome,2
22679,2494,The Shivers,6
22680,2495,Smokesickness,10
22681,2495,Smokesickness,10
22682,2495,Smokesickness,10
22683,2495,Smokesickness,10
22684,2495,Smokesickness,10
22685,2495,Smokesickness,10
22686,2495,Disquietingly Serene Bowel Syndrome,8
22687,2495,Disquietingly Serene Bowel Syndrome,10
22688,2495,Disquietingly Serene Bowel Syndrome,1
22689,2495,Chucklepox,7
22690,2496,Scramblepox,10
22691,2496,Disquietingly Serene Bowel Syndrome,8
22692,2496,Chucklepox,7
22693,2496,The Shivers,6
22694,2497,Disquietingly Serene Bowel Syndrome,3
22695,2497,Disquietingly Serene Bowel Syndrome,6
22696,2497,Disquietingly Serene Bowel Syndrome,10
22697,2497,Disquietingly Serene Bowel Syndrome,9
22698,2497,Disquietingly Serene Bowel Syndrome,3
22699,2497,Disquietingly Serene Bowel Syndrome,8
22700,2497,Scraped Knee,6
22701,2497,Scraped Knee,6
22702,2498,Smokesickness,8
22703,2498,Smokesickness,8
22704,2498,Smokesickness,8
22705,2498,Disquietingly Serene Bowel Syndrome,2
22706,2498,Chucklepox,6
22707,2499,Scramblepox,11
22708,2499,Smokesickness,9
22709,2499,Disquietingly Serene Bowel Syndrome,11
22710,2499,Disquietingly Serene Bowel Syndrome,11
22711,2499,Disquietingly Serene Bowel Syndrome,11
22712,2500,Bumblepox,12
22713,2500,The Shivers,6
22714,2501,Rumblepox,1
22715,2501,Gurglepox,1
22716,2501,Bumblepox,3
22717,2501,Smokesickness,6
22718,2501,Smokesickness,6
22719,2501,Smokesickness,6
22720,2501,Smokesickness,6
22721,2501,Smokesickness,6
22722,2501,Disquietingly Serene Bowel Syndrome,4
22723,2501,Disquietingly Serene Bowel Syndrome,5
22724,2501,Disquietingly Serene Bowel Syndrome,7
22725,2502,Rumblepox,5
22726,2502,Rumblepox,5
22727,2502,Rumblepox,5
22728,2502,Smokesickness,6
22729,2502,Disquietingly Serene Bowel Syndrome,6
22730,2502,Disquietingly Serene Bowel Syndrome,7
22731,2502,Disquietingly Serene Bowel Syndrome,8
22732,2502,Disquietingly Serene Bowel Syndrome,9
22733,2502,Disquietingly Serene Bowel Syndrome,5
22734,2502,Disquietingly Serene Bowel Syndrome,11
22735,2502,Disquietingly Serene Bowel Syndrome,4
22736,2502,Disquietingly Serene Bowel Syndrome,1
22737,2502,Chucklepox,2
22738,2502,The Shivers,6
22739,2503,Chucklepox,7
22740,2503,Scramblepox,7
22741,2503,Gurglepox,7
22742,2503,Scramblepox,7
22743,2503,The Shivers,12
22744,2504,Bumblepox,8
22745,2504,Scramblepox,6
22746,2504,The Shivers,6
22747,2505,Scramblepox,5
22748,2505,Smokesickness,8
22749,2505,Smokesickness,8
22750,2505,Smokesickness,8
22751,2505,Smokesickness,8
22752,2505,Smokesickness,8
22753,2505,Disquietingly Serene Bowel Syndrome,5
22754,2505,Disquietingly Serene Bowel Syndrome,5
22755,2505,Disquietingly Serene Bowel Syndrome,6
22756,2505,Disquietingly Serene Bowel Syndrome,1
22757,2505,Chucklepox,2
22758,2506,Scramblepox,8
22759,2506,Smokesickness,10
22760,2506,Smokesickness,10
22761,2506,Smokesickness,10
22762,2506,Smokesickness,10
22763,2506,Smokesickness,10
22764,2506,Disquietingly Serene Bowel Syndrome,5
22765,2506,Disquietingly Serene Bowel Syndrome,4
22766,2506,Disquietingly Serene Bowel Syndrome,6
22767,2506,Disquietingly Serene Bowel Syndrome,5
22768,2506,The Shivers,2
22769,2507,Bumblepox,7
22770,2507,Disquietingly Serene Bowel Syndrome,5
22771,2507,Disquietingly Serene Bowel Syndrome,8
22772,2507,Disquietingly Serene Bowel Syndrome,7
22773,2507,Disquietingly Serene Bowel Syndrome,10
22774,2507,Disquietingly Serene Bowel Syndrome,4
22775,2508,Scramblepox,8
22776,2508,Smokesickness,9
22777,2508,Disquietingly Serene Bowel Syndrome,7
22778,2508,Disquietingly Serene Bowel Syndrome,7
22779,2508,Disquietingly Serene Bowel Syndrome,4
22780,2508,Disquietingly Serene Bowel Syndrome,4
22781,2508,Disquietingly Serene Bowel Syndrome,1
22782,2508,Disquietingly Serene Bowel Syndrome,6
22783,2508,Disquietingly Serene Bowel Syndrome,3
22784,2508,Chucklepox,11
22785,2508,Scraped Elbow,4
22786,2508,Scraped Knee,4
22787,2508,Scraped Knee,4
22788,2508,The Shivers,3
22789,2509,Babblepox,1
22790,2509,Chucklepox,1
22791,2509,Smokesickness,11
22792,2509,Smokesickness,11
22793,2509,Disquietingly Serene Bowel Syndrome,4
22794,2509,Disquietingly Serene Bowel Syndrome,7
22795,2509,Disquietingly Serene Bowel Syndrome,3
22796,2509,Disquietingly Serene Bowel Syndrome,7
22797,2509,Disquietingly Serene Bowel Syndrome,4
22798,2509,Disquietingly Serene Bowel Syndrome,7
22799,2509,Disquietingly Serene Bowel Syndrome,4
22800,2509,Disquietingly Serene Bowel Syndrome,7
22801,2509,Scraped Elbow,2
22802,2510,Rumblepox,2
22803,2510,Chucklepox,4
22804,2510,Chucklepox,4
22805,2510,Scramblepox,4
22806,2510,Babblepox,4
22807,2510,Scramblepox,12
22808,2510,Smokesickness,10
22809,2510,Smokesickness,10
22810,2510,Smokesickness,10
22811,2510,Disquietingly Serene Bowel Syndrome,6
22812,2510,Disquietingly Serene Bowel Syndrome,7
22813,2510,Disquietingly Serene Bowel Syndrome,1
22814,2510,Disquietingly Serene Bowel Syndrome,6
22815,2510,Chucklepox,1
22816,2510,Scraped Knee,5
22817,2510,Scraped Knee,5
22818,2510,The Shivers,12
22819,2511,Chucklepox,8
22820,2511,Rumblepox,8
22821,2511,Rumblepox,8
22822,2511,Disquietingly Serene Bowel Syndrome,7
22823,2511,Disquietingly Serene Bowel Syndrome,4
22824,2511,Scraped Knee,11
22825,2511,Scraped Knee,11
22826,2511,The Shivers,6
22827,2512,Scramblepox,2
22828,2512,Smokesickness,5
22829,2512,Disquietingly Serene Bowel Syndrome,5
22830,2512,Disquietingly Serene Bowel Syndrome,5
22831,2512,Disquietingly Serene Bowel Syndrome,5
22832,2512,The Shivers,1
22833,2513,Bumblepox,1
22834,2513,Problems Disorder,8
22835,2513,Problems Disorder,8
22836,2513,Parachondria,8
22837,2513,Disease Syndrome,8
22838,2513,Problems Disorder,8
22839,2513,Problems Disorder,8
22840,2513,Parachondria,8
22841,2513,Disease Syndrome,8
22842,2513,Disease Syndrome,8
22843,2513,Problems Disorder,8
22844,2513,Disease Syndrome,8
22845,2513,Disease Syndrome,8
22846,2513,Disease Syndrome,8
22847,2513,Disease Syndrome,8
22848,2513,Disquietingly Serene Bowel Syndrome,5
22849,2513,Disquietingly Serene Bowel Syndrome,5
22850,2513,Disquietingly Serene Bowel Syndrome,5
22851,2513,Scraped Knee,7
22852,2513,Scraped Elbow,7
22853,2513,Scraped Knee,7
22854,2513,The Shivers,11
22855,2514,Bumblepox,4
22856,2514,Smokesickness,10
22857,2514,Smokesickness,10
22858,2514,Smokesickness,10
22859,2514,Disquietingly Serene Bowel Syndrome,7
22860,2514,The Shivers,2
22861,2515,Gurglepox,7
22862,2515,Disquietingly Serene Bowel Syndrome,4
22863,2515,Disquietingly Serene Bowel Syndrome,1
22864,2516,Smokesickness,11
22865,2517,Scramblepox,7
22866,2517,Smokesickness,10
22867,2517,Smokesickness,10
22868,2517,Smokesickness,10
22869,2517,Smokesickness,10
22870,2517,Smokesickness,10
22871,2517,Disquietingly Serene Bowel Syndrome,11
22872,2517,The Shivers,9
22873,2518,Chucklepox,2
22874,2518,Rumblepox,2
22875,2518,Gurglepox,2
22876,2518,Bumblepox,6
22877,2518,Disquietingly Serene Bowel Syndrome,12
22878,2518,Disquietingly Serene Bowel Syndrome,3
22879,2518,Disquietingly Serene Bowel Syndrome,5
22880,2518,Disquietingly Serene Bowel Syndrome,8
22881,2518,Disquietingly Serene Bowel Syndrome,4
22882,2518,Disquietingly Serene Bowel Syndrome,7
22883,2518,Disquietingly Serene Bowel Syndrome,5
22884,2518,Disquietingly Serene Bowel Syndrome,9
22885,2518,The Shivers,2
22886,2519,Babblepox,1
22887,2519,Scramblepox,9
22888,2519,Disquietingly Serene Bowel Syndrome,2
22889,2519,Disquietingly Serene Bowel Syndrome,4
